"area_id","room_id","vnum","name","description","sector_type","room_flags","0_to_room","0_exit_info","0_key","0_keyword","1_to_room","1_exit_info","1_key","1_keyword","2_to_room","2_exit_info","2_key","2_keyword","3_to_room","3_exit_info","3_key","3_keyword","4_to_room","4_exit_info","4_key","4_keyword","5_to_room","5_exit_info","5_key","5_keyword","cabal","owner"
"4","25","130","An Alcove","This alcove looks to be carved out by hand.  There are many
pelts and hides lining the wall, and the heavy stench of blood
lingers.  You see what looks to be a huge skull attached to
the ground at the base of the wall.  There is a torch on both sides,
and what seems to be a pickaxe carved in the wall.
","20","0","0","0","0",,"22601","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"5","26","155","Dummy Room",,"0","4","0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"6","27","180","Above the Cascade","Hanging in the air before the luminous cascade, water streams down
endlessly from the cliffs which tower into the heavens above.  A fine mist
drifts through the air, illuminated in a pale yellow from the mossy plants
growing into the cliff walls.  An arched opening leads into the sheer face
of the cliff to the east, and far below the waters flow into a wide river.  
","9","0","0","0","0",,"181","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"9067","0","0",,"0",
"6","28","181","An Illuminated Cavern","The cavern here has been carved out in a circular shape, the jagged rock
walls illuminated by torches mounted on stands all around.  The floor is not
dirt, but hard clay tile, polished and glazed to create an intensely
brilliant white.  A set of stone stairs rises up from the center of the
chamber, leading up where a gap in the ceiling admits outside light.  A
small archway to the east leads into a quiet nook, while a larger opening to
the west leads out into open air, where the waters of a cascade rage past.  
","20","0","0","0","0",,"182","0","0",,"0","0","0",,"180","0","0",,"183","0","0",,"0","0","0",,"0",
"6","29","182","An Illuminated Cavern, Before an Altar","A small archway offers entrance to another circular chamber, illuminated
by flaming braziers.  The tiled floor here is glazed to a brilliantly
shining black, interrupted by only a single circle of white marble in the
center.  On the eastern wall hangs a finely embroidered tapestry, depicting
a bird of prey diving through a forest canopy, talons extended.  The flames
crackle alarmingly, but there is no smoke to be seen rising toward the domed
ceiling overhead.  An archway leads west, into a larger chamber.  
","20","0","0","0","0",,"0","0","0",,"0","0","0",,"181","0","0",,"0","0","0",,"0","0","0",,"0",
"6","30","183","An Opening Above the Cavern","This small area is partially exposed to the sky, with only an arching
column of stone obscuring the overhead view.  The arch resolves at its base
into a rather narrow passageway which leads off to the south where a wider
platform opens up atop the cliff face.  A large, square opening in the
ground here reveals a set of stairs carved into the stone, winding down into
a cavern below.  
","5","0","0","0","0",,"0","0","0",,"184","0","0",,"0","0","0",,"0","0","0",,"181","0","0",,"0",
"6","31","184","A Balcony Overlooking the Forest","This balcony is built out over the top of a sheer cliff face which drops
hundreds of feet to the south and west.  Off to the west, the roar of
rushing water is audible where a cascade pours down from sources even higher
up in the mountains.  The view to the southwest is astounding, the entire
valley of Ilopheth visible below, and the faintest hints of civilization
visible on the horizon to the south.  Beyond the forest to the west a
towering range of mountain peaks rises up.  Off to the east, endless plains
and rolling foothills make up the landscape.  A small passage to the north
leads toward an opening in the ground.  
","16","0","183","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","32","200","The Start of a Rough Trail","At the top of this ridge begins a beaten path through the well-known
Mount Cim, a double-peaked mountain that serves as a foundation for
the largest city in all of Shalar. To the east, a crowd of people
hustles and bustles to enter the pass to the north, while below
are the outskirts of Cimar.
","4","0","0","0","0",,"201","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","33","201","The Start of a Rough Trail","At the top of this ridge begins a beaten path through the well-known
Mount Cim, a double-peaked mountain that serves as a foundation for
the largest city in all of Shalar. A crowd of people hustles and bustles
to enter the pass while to the north, while below are the outskirts of
Cimar. To the east, the ridge continues. A stone marker marks the
beginning of the trail.
","4","0","204","0","0",,"202","0","0",,"6025","0","0",,"200","0","0",,"0","0","0",,"0","0","0",,"0",
"8","34","202","The Start of a Rough Trail","At the top of this ridge begins a beaten path through the well-known
Mount Cim, a double-peaked mountain that serves as a foundation for
the largest city in all of Shalar. To the west, a crowd of people
hustles and bustles to enter the pass to the north, while below
are the outskirts of Cimar.
","4","0","0","0","0",,"203","0","0",,"0","0","0",,"201","0","0",,"0","0","0",,"0","0","0",,"0",
"8","35","203","The Start of a Rough Trail","At the top of this ridge begins a beaten path through the well-known
Mount Cim, a double-peaked mountain that serves as a foundation for
the largest city in all of Shalar. To the west, a crowd of people
hustles and bustles to enter the pass to the north, while below
are the outskirts of Cimar.
","4","0","0","0","0",,"0","0","0",,"0","0","0",,"202","0","0",,"0","0","0",,"2523","257","0",,"0",
"8","36","204","A Narrow Pass","Two enormous structures of rock stand on either side of the trail,
narrowing it to hardly eight feet in width... Just enough for most
merchant caravans to be able to squeeze through. It would seem that
the two separate formations were once one, but they were somehow
artificially separated to make this trail possible. Two small wooden
ledges have been built into the walls about twenty feet up, where
archers have been stationed. The ground is obviously well travelled,
and its lack of rocks and brush is not surprising. All that covers
the light rock is a thin layer of powdery gray dirt.
","5","0","205","0","0",,"0","0","0",,"201","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","37","205","A T-Crossing in The Mountain Pass","Here, most of the traffic turns to the east. A few of the more rugged
adventurers slink off to the west, where the trail becomes quite a bit
rougher. Another elevated guard post is set into the northern rock wall
to watch for pickpockets, goblins or any other possible manifestation
of trouble.
","5","0","0","0","0",,"206","0","0",,"204","0","0",,"227","0","0",,"0","0","0",,"0","0","0",,"0",
"8","38","206","A Worn Trail Through the Mountains","The trail widens here, and the dusty gray earth seems to be becoming
lighter in hue. The crowd speaks freely here, showing that the danger
in this place is lesser than it is in other parts of the mountain.
To the west, there is a T-crossing in the path, while to the east
the trail continues, and becomes even lighter in color.
","5","0","0","0","0",,"207","0","0",,"0","0","0",,"205","0","0",,"0","0","0",,"0","0","0",,"0",
"8","39","207","A Turn in the Worn Trail","The bustling crowd here is continually kicking up the chalky grey dust
that covers the ground. The walls of rock and the sparse trees keep the
caravans following trail controlled, preventing travel anywhere off of
the trail for very far. The trail turns sharply, most of the crowd
heading to the north, where in the distance, it twists again.
","5","0","208","0","0",,"0","0","0",,"0","0","0",,"206","0","0",,"0","0","0",,"0","0","0",,"0",
"8","40","208","A Turn in the Worn Path","The bustling crowd here is continually kicking up the chalky grey dust
that covers the ground. The walls of rock and the sparse trees keep the
caravans following trail controlled, preventing travel anywhere off of
the trail for very far. The trail turns sharply, most of the crowd heading
to the east, where in the distance, it twists again.
","5","0","0","0","0",,"209","0","0",,"207","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","41","209","A Turn in the Worn Path","The bustling crowd here is continually kicking up the chalky light-grey
dust that covers the ground. The walls of rock and the sparse trees keep
the caravans following  trail controlled, preventing travel anywhere off
of the trail for very far. The trail turns sharply, most of the crowd
heading to the north, where in the distance, the dust seems to have
finally reached a brilliant white hue.
","5","0","210","0","0",,"0","0","0",,"0","0","0",,"208","0","0",,"0","0","0",,"0","0","0",,"0",
"8","42","210","A Worn, White Path Through the Mountains","The bustling crowd here is continually kicking up the chalky white dust
that covers the ground. To the south, the dust gets a bit darker.
Evergreen trees sporadically cover the slopes along the sides of the
path, and a few pine cones can be found on the floor here and there.
Fauna, however, does not show its face here. The sea of people has
begun to move a bit more quickly here due to the eagerness to reach
the end of this mountainous region, which is not far off.
","5","0","211","0","0",,"0","0","0",,"209","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","43","211","A Worn, White Path Through the Mountains","The bustling crowd here is continually kicking up the chalky white dust
that covers the ground. Evergreen trees sporadically cover the slopes
along the sides of the path, and a few pine cones can be found on the
floor here and there. Fauna, however, does not show its face here. The
sea of people has begun to move a bit more quickly here due to the
eagerness to reach the end of this mountainous region, which is not
far off. The ground slopes downward quite steeply here toward the
east, causing this path to intersect with another.
","5","0","0","0","0",,"219","0","0",,"210","0","0",,"0","0","0",,"0","0","0",,"213","0","0",,"0",
"8","44","212","A Trail of Whitened Earth","The bustling crowd here is continually kicking up the chalky white dust
that covers the ground. Evergreen trees sporadically cover the slopes along
the sides of the path, and a few pine cones can be found on the floor here
and there. Fauna, however, does not show its face here. To the east the
ground flattens out, and in the distance, beyond a cloud of this white
dust, lies a small village.
","5","0","213","0","0",,"11884","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","45","213","A Worn, White Intersection In the Mountains","The bustling crowd here is continually kicking up the chalky white dust
that covers the ground. Evergreen trees sporadically cover the slopes
along the sides of the path, and a few pine cones can be found on the
floor here and there. Fauna, however, does not show its face here. The
main trail runs north and south, with an offshoot sloping up and to the
west to what appears to be another trail. Most of the traffic seems to
be travelling southward.
","5","0","0","0","0",,"214","0","0",,"212","0","0",,"0","0","0",,"211","0","0",,"0","0","0",,"0",
"8","46","214","A Turn in the Worn, White Path","The bustling crowd here is continually kicking up the chalky white dust
that covers the ground.  The vast majority of them are southbound, while
very occasionally, a few rugged-looking individuals struggle against the
crowd, heading north. Evergreen trees sporadically cover the slopes along
the sides of the path, and a few pine cones can be found on the floor here
and there. Fauna, however, does not show its face here. To the south lies
a crossroads of sorts, while to the north, the trail becomes a bit more
rough.
","5","0","215","0","0",,"0","0","0",,"0","0","0",,"213","0","0",,"0","0","0",,"0","0","0",,"0",
"8","47","215","A Worn, White Path Through the Mountains","The bustling crowd here is continually kicking up the chalky white dust
that covers the ground.  The vast majority of them are southbound, while
very occasionally, a few rugged-looking individuals struggle against the
crowd, heading north. Evergreen trees sporadically cover the slopes along
the sides of the path, and a few pine cones can be found on the floor here
and there. Fauna, however, does not show its face here. To the south, the
trail continues, while to the north, the trail becomes a bit more rough,
and the dirt becomes darker.
","5","0","216","0","0",,"0","0","0",,"214","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","48","216","A Turn in the Worn Path","The bustling crowd here is continually kicking up the chalky grey dust
that covers the ground.  The vast majority of them are southbound,
while very occasionally, a few rugged-looking individuals struggle
against the crowd, heading north. Evergreen trees sporadically cover
the slopes along the sides of the path, and a few pine cones can be
found on the floor here and there. Fauna, however, does not show its
face here. To the south, the trail becomes much brighter in color,
while to the west, it becomes a bit more rough.
","5","0","0","0","0",,"0","0","0",,"215","0","0",,"217","0","0",,"0","0","0",,"0","0","0",,"0",
"8","49","217","A Turn in the Worn Path","The bustling crowd here is continually kicking up the chalky grey dust
that covers the ground.  The vast majority of them are southbound, while
very occasionally, a few rugged-looking individuals struggle against
the crowd, heading north. Evergreen trees sporadically cover the slopes
along the sides of the path, and a few pine cones can be found on the
floor here and there. Fauna, however, does not show its face here. The
trail continues bending and winding to the north and to the east.
","5","0","218","0","0",,"216","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","50","218","A Turn in the Worn Path","The bustling crowd here is continually kicking up the chalky grey dust
that covers the ground.  The vast majority of them are southbound, while
very occasionally, a few rugged-looking individuals struggle against the
crowd, heading north. Evergreen trees sporadically cover the slopes along
the sides of the path, and a few pine cones can be found on the floor here
and there. Fauna, however, does not show its face here. The trail continues
bending and winding to the south and to the east.
","5","0","0","0","0",,"219","0","0",,"217","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","51","219","A Narrow Trail","The crowd here is relatively quiet, perhaps out of fear of a raid, or
perhaps out of a sort of claustrophobia. The trail has become narrow due
to the suddenly increased steepness of the slopes surrounding it to the
north and south. The grey powdery dirt is much rougher now, as many
pebbles tumble from the surrounding slopes. To the east, the trail
continues to narrow, while to the west, it opens back up.
","5","0","0","0","0",,"220","0","0",,"0","0","0",,"211","0","0",,"0","0","0",,"0","0","0",,"0",
"8","52","220","A Narrow Trail","The crowd here is relatively quiet, perhaps out of fear of a raid, or
perhaps out of a sort of claustrophobia. The trail has become narrow
due to the suddenly increased steepness of the slopes surrounding it to
the north and south. The grey powdery dirt is much rougher now, as many
pebbles tumble from the surrounding slopes. To the east, the trail
continues to be narrow, while further to the west, it opens back up.
","5","0","0","0","0",,"221","0","0",,"0","0","0",,"219","0","0",,"0","0","0",,"0","0","0",,"0",
"8","53","221","A Narrow Trail","The crowd here is relatively quiet, perhaps out of fear of a raid, or
perhaps out of a sort of claustrophobia. The trail has become narrow
due to the suddenly increased steepness of the slopes surrounding it
to the north and south. The grey powdery dirt is much rougher now, as
many pebbles tumble from the surrounding slopes. This narrow trail
continues to the east and west.
","5","0","0","0","0",,"222","0","0",,"0","0","0",,"220","0","0",,"0","0","0",,"0","0","0",,"0",
"8","54","222","A Narrow Trail","The crowd here is relatively quiet, perhaps out of fear of a raid, or
perhaps out of a sort of claustrophobia. Due to the bend in the trail,
there is some degree of gridlock in the traffic of the crowd. The
trail has become narrow due to the suddenly increased steepness of the
slopes surrounding it to the north and south. The grey powdery dirt is
much rougher now, as many pebbles tumble from the surrounding slopes.
The trail bends to the north and west.
","5","0","223","0","0",,"0","0","0",,"0","0","0",,"221","0","0",,"0","0","0",,"0","0","0",,"0",
"8","55","223","A Narrow Trail","The crowd here is relatively quiet, perhaps out of fear of a raid, or
perhaps out of a sort of claustrophobia. The trail has become narrow
due to the suddenly increased steepness of the slopes surrounding it
to the north and south. The grey powdery dirt is much rougher now, as
many pebbles tumble from the surrounding slopes. This narrow trail
continues to the north and south. To the south, things seem to be
slowing down slightly.
","5","0","224","0","0",,"0","0","0",,"222","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","56","224","A Narrow Trail","The crowd here is relatively quiet, perhaps out of fear of a raid, or
perhaps out of a sort of claustrophobia. The trail has become narrow
due to the suddenly increased steepness of the slopes surrounding it
to the north and south. The grey powdery dirt is much rougher now, as
many pebbles tumble from the surrounding slopes. This narrow trail
continues to the north and south.
","5","0","225","0","0",,"0","0","0",,"223","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","57","225","A Narrow Trail","The crowd here is relatively quiet, perhaps out of fear of a raid, or
perhaps out of a sort of claustrophobia. Due to the bend in the trail,
there is some degree of gridlock in the traffic of the crowd. The trail
has become narrow due to the suddenly increased steepness of the slopes
surrounding it to the north and south. The grey powdery dirt is much
rougher now, as many pebbles tumble from the surrounding slopes. The
trail bends to the south and east.
","5","0","0","0","0",,"226","0","0",,"224","0","0",,"0","0","0",,"261","0","0",,"0","0","0",,"0",
"8","58","226","A Narrow Trail","The crowd here is relatively quiet, perhaps out of fear of a raid, or
perhaps out of a sort of claustrophobia. Due to the bend in the trail,
there is some degree of gridlock in the traffic of the crowd. The
trail has become narrow due to the suddenly increased steepness of the
slopes surrounding it to the north and south. The grey powdery dirt is
much rougher now, as many pebbles tumble from the surrounding slopes.
The trail bends to the south and east, where you can make out a small
village.
","5","0","0","0","0",,"11856","0","0",,"0","0","0",,"225","0","0",,"0","0","0",,"0","0","0",,"0",
"8","59","227","A Winding Trail, Guard Outpost","This trail is very rough, and is obviously traveled very rarely. It winds
back and forth around giant boulders and crevices and can become quite
narrow at points. A small band of guards have set up an outpost here to
keep any of the undesirable creatures from the mountains away from the
common travelers of these mountain roads and the city of Cimar. The trail
continues to the west, and to the east there is an intersection.
","5","0","0","0","0",,"205","0","0",,"0","0","0",,"228","0","0",,"0","0","0",,"0","0","0",,"0",
"8","60","228","A Winding Trail","This trail is very rough, and is obviously traveled very rarely. It winds
back and forth around giant boulders and crevices and can become quite
narrow at points. To the north lie a few trees, though the wildlife
around this area is scarce. To the east, the winding trail continues
toward an outpost.
","5","0","229","0","0",,"227","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","61","229","A Winding Trail","This trail is very rough, and is obviously traveled very rarely. It winds
back and forth around giant boulders and crevices and can become quite
narrow at points. Although it is far from a forest, there are a few trees
scattered about this area. From time to time, a small wilderness creature
can be spotted around here. The trail winds to the west and to the south.
","5","0","0","0","0",,"0","0","0",,"228","0","0",,"230","0","0",,"0","0","0",,"0","0","0",,"0",
"8","62","230","A Winding Trail","This trail is very rough, and is obviously traveled very rarely. It winds
back and forth around giant boulders and crevices and can become quite
narrow at points. Although it is far from a forest, there are a few trees
scattered about this area. From time to time, a small wilderness creature
can be spotted around here. The trail winds to the east and to the west.
","5","0","0","0","0",,"229","0","0",,"0","0","0",,"231","0","0",,"0","0","0",,"0","0","0",,"0",
"8","63","231","A Winding Trail","This trail is very rough, and is obviously traveled very rarely. It winds
back and forth around giant boulders and crevices and can become quite
narrow at points. Although it is far from a forest, there are a few trees
scattered about this area. From time to time, a small wilderness creature
can be spotted around here. The trail winds to the east and to the south.
","5","0","0","0","0",,"230","0","0",,"232","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","64","232","A Winding Trail","This trail is very rough, and is obviously traveled very rarely. It winds
back and forth around giant boulders and crevices and can become quite
narrow at points. Although it is far from a forest, there are a few trees
scattered about this area. From time to time, a small wilderness creature
can be spotted around here. The trail winds to the west and to the north.
","5","0","231","0","0",,"0","0","0",,"0","0","0",,"233","0","0",,"0","0","0",,"0","0","0",,"0",
"8","65","233","A Winding Trail","This trail is very rough, and is obviously traveled very rarely. It winds
back and forth around giant boulders and crevices and can become quite
narrow at points. Although it is far from a forest, there are a few trees
scattered about this area. From time to time, a small wilderness creature
can be spotted around here. The trail winds to the east and to the south.
","5","0","0","0","0",,"232","0","0",,"234","0","0",,"0","0","0",,"0","0","0",,"0","0","0",,"0",
"8","66","234","A Winding Trail","This trail is very rough, and is obviously traveled very rarely. It winds
back and forth around giant boulders and crevices and can become quite
narrow at points. Although it is far from a forest, there are a few trees
scattered about this area. From time to time, a small wilderness creature
can be spotted around here. The trail winds to the west and to the north.
","5","0","233","0","0",,"0","0","0",,"0","0","0",,"235","0","0",,"0","0","0",,"0","0","0",,"0",
"8","67","235","A Trail's End","The trail ends here, and the wilderness begins. Although it is far from a
forest, there are a few trees scattered about this area. From time to time,
a small wilderness creature can be spotted around here. Rocks and steep
slopes make this a tiresome trek, but it is possible for the well-traveled
or stubborn to handle. To the east, you can return to the trail, while to
the north or to the west, the mountain awaits.
","5","0","236","0","0",,"234","0","0",,"0","0","0",,"238","0","0",,"0","0","0",,"6151","0","0",,"0",
"8","68","236","On the Western Side of Mount Cim","This part of the mountain is rather steep, and it is possible to ascend
the mountain if navigated correctly. There are a few trees scattered about
this area. From time to time, a small wilderness creature can be spotted
around here. Large rocks and other such obstacles make this a tiresome trek,
but it is possible for the well-traveled or stubborn to handle. To the south
lies the end, or beginning, of a trail, while to the west, the side of the
mountain continues.
","5","0","0","0","0",,"0","0","0",,"235","0","0",,"237","0","0",,"0","0","0",,"0","0","0",,"0",
