;lich;lich;lich;lich; 0; 16384; 33554440; 0; 67344384; 2304; 16785536; 257; 0; 2; 2; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;lizard;lizard;lizard;lizard; 0; 0; 0; 0; 0; 2048; 256; 8388673; 1725; 0; 4; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;pig;pig;pig;pig; 0; 0; 0; 0; 0; 0; 0; 2097217; 1725; 0; 4; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;rabbit;rabbit;rabbit;rabbit; 0; 0; 0; 160; 0; 0; 0; 2097217; 1725; 0; 4; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;rakshasa;rakshasa;rakshasa;rakshasa; 0; 0; 33554440; 0; 0; 12288; 128; 129; 3147247; 2; 2; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;rat;rat;rat;rat; 0; 0; 33554440; 0; 0; 12288; 128; 129; 3147247; 0; 4; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;skeleton;skeleton;skeleton;skeleton; 0; 16384; 33554432; 512; 67344384; 32; 8336; 257; 199; 2; 2; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;snake;snake;snake;snake; 0; 0; 0; 0; 0; 2048; 256; 25165889; 10554425; 0; 0; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;spectre;spectre;spectre;spectre; 0; 16384; 35127296; 0; 67344384; 264; 8320; 257; 0; 2; 0; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;spirit;spirit;spirit;spirit; 0; 16384; 35127296; 0; 67344384; 264; 8320; 257; 0; 2; 0; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;troll;troll;troll;troll; 0; 0; 0; 0; 0; 67592; 1152; 2101377; 2047; 2; 2; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;vampire;vampire;vampire;vampire; 0; 16384; 33554432; 0; 67344384; 0; 8352; 257; 199; 2; 2; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;water fowl;water fowl;water fowl;water fowl; 0; 0; 134742016; 160; 0; 131072; 0; 4194369; 33981; 0; 2; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;wolf;wolf;wolf;wolf; 0; 0; 33554432; 160; 0; 0; 0; 2097217; 2164285; 0; 4; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;wyvern;wyvern;wyvern;wyvern; 0; 0; 524328; 164; 2048; 0; 262144; 33554499; 10553021; 0; 4; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
;zombie;zombie;zombie;zombie; 0; 16384; 33554432; 0; 67344384; 0; 8320; 257; 199; 2; 2; 0; 0; 0; 0; 0; 25; 25; 25; 25; 25;
